run_id,condition_id,architecture,n_sites,theta1,hidden_size,seed,n_snapshots,pearson_magic_vs_val_nll,pearson_p_magic_vs_val_nll,spearman_magic_vs_val_nll,spearman_p_magic_vs_val_nll,pearson_entropy_vs_val_nll,pearson_p_entropy_vs_val_nll,pearson_magic_vs_val_nll_partial_entropy,pearson_p_magic_vs_val_nll_partial_entropy,pearson_magic_vs_kl,pearson_p_magic_vs_kl,pearson_magic_vs_tv,pearson_p_magic_vs_tv,pearson_magic_vs_val_nll_ci_low,pearson_magic_vs_val_nll_ci_high,pearson_entropy_vs_val_nll_ci_low,pearson_entropy_vs_val_nll_ci_high,pearson_magic_vs_val_nll_partial_entropy_ci_low,pearson_magic_vs_val_nll_partial_entropy_ci_high,pearson_magic_vs_kl_ci_low,pearson_magic_vs_kl_ci_high,pearson_magic_vs_tv_ci_low,pearson_magic_vs_tv_ci_high,perm_p_magic_vs_val_nll,perm_p_entropy_vs_val_nll,perm_p_magic_vs_val_nll_partial_entropy,perm_p_magic_vs_kl,perm_p_magic_vs_tv,null_random_label_r_magic_vs_val_nll,null_shuffled_time_r_magic_vs_val_nll,condition_runtime_s
24,N6_th1.80_archindependent_h0_s11,independent,6,1.8,0,11,4,-0.7309325064767024,0.2690674935232975,-0.6000000000000001,0.3999999999999999,-0.8231503566146143,0.17684964338538567,0.028099008998217247,0.9719009910017828,-0.8749737246710134,0.12502627532898658,-0.9083597165312961,0.09164028346870401,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.30564784053156147,0.1893687707641196,1.0,0.30564784053156147,0.2558139534883721,-0.05772402484151894,0.13018333492924117,0.8403956298716366
25,N6_th1.80_archindependent_h0_s17,independent,6,1.8,0,17,4,-0.8950866274308491,0.1049133725691509,-0.6000000000000001,0.3999999999999999,-0.9036129181587362,0.09638708184126377,-0.4477303477163518,0.5522696522836483,-0.8751223936935378,0.12487760630646205,-0.8946916735553975,0.10530832644460242,-1.0,1.0,-1.0,1.0,-1.0,-0.44773034771635106,-1.0,1.0,-1.0,1.0,0.26245847176079734,0.15614617940199335,0.9269102990033222,0.3023255813953488,0.2857142857142857,-0.017403193891552343,0.006225378224358317,0.8399385521188378
26,N6_th1.80_archindependent_h0_s23,independent,6,1.8,0,23,4,-0.8286545644437717,0.17134543555622828,-0.6000000000000001,0.3999999999999999,-0.8963272848019607,0.10367271519803944,-0.12753912586162816,0.8724608741383719,-0.8735997108241266,0.12640028917587331,-0.9117586421636801,0.08824135783631992,-1.0,1.0,-1.0,-0.3644881176360252,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.3289036544850498,0.18604651162790697,0.9700996677740864,0.33222591362126247,0.2425249169435216,-0.015509698366233022,-0.03155247753764094,0.8354324891697615
27,N6_th2.70_archgru_h48_s11,gru,6,2.7,48,11,4,-0.6968424008569296,0.3031575991430704,-0.7999999999999999,0.20000000000000007,0.33676367906063126,0.6632363209393688,-0.6708799076099738,0.32912009239002615,-0.20774585235822113,0.7922541476417788,-0.9806691198165728,0.0193308801834271,-1.0,1.0,-1.0,1.0,-1.0,-0.6708799076099738,-1.0,1.0,-1.0,1.0,0.33222591362126247,0.8770764119601329,0.5348837209302325,0.7342192691029901,0.08305647840531562,-0.13317149526957547,-0.00071987551980595,6.448801246937364
28,N6_th2.70_archgru_h48_s17,gru,6,2.7,48,17,4,-0.7131467293488682,0.28685327065113175,-0.7999999999999999,0.20000000000000007,0.30814228472430444,0.6918577152756955,-0.713242527984706,0.2867574720152941,-0.01427010217770315,0.9857298978222968,0.4250431455019374,0.5749568544980626,-1.0,1.0,-1.0,1.0,-1.0,-0.713242527984706,-1.0,1.0,-1.0,1.0,0.36212624584717606,0.8471760797342193,0.5083056478405316,1.0,0.760797342192691,-0.08972412900527282,0.04388063100970435,6.657205909024924
29,N6_th2.70_archgru_h48_s23,gru,6,2.7,48,23,4,-0.6962063545587541,0.303793645441246,-0.7999999999999999,0.20000000000000007,0.3818103847363462,0.6181896152636539,-0.63974323288909,0.36025676711091004,-0.026089482476605964,0.973910517523394,0.2994408430451332,0.7005591569548668,-1.0,1.0,-1.0,1.0,-1.0,-0.6397432328890895,-1.0,1.0,-1.0,1.0,0.3289036544850498,0.8770764119601329,0.5780730897009967,0.9435215946843853,0.6910299003322259,-0.16210381673551183,0.01195164851362757,6.4361724748741835
30,N6_th2.70_archrbm_h48_s11,rbm,6,2.7,48,11,4,-0.5517923668023131,0.44820763319768675,-0.39999999999999997,0.6,0.17806785043265755,0.8219321495673424,-0.5874180069132444,0.4125819930867556,-0.341187240954718,0.6588127590452819,-0.470102869722695,0.529897130277305,-1.0,1.0,-1.0,1.0,-1.0,-0.5874180069132444,-1.0,1.0,-1.0,1.0,0.4019933554817276,1.0,0.6710963455149501,0.5780730897009967,0.46511627906976744,-0.12124217300890512,0.017545974237003124,5.858005330897868
31,N6_th2.70_archrbm_h48_s17,rbm,6,2.7,48,17,4,-0.5615751132072041,0.438424886792796,-0.39999999999999997,0.6,0.18738991908281188,0.8126100809171881,-0.5933736335387824,0.4066263664612175,-0.3451934710545861,0.6548065289454139,-0.46773750602283365,0.5322624939771663,-1.0,1.0,-1.0,1.0,-1.0,-0.5933736335387824,-1.0,1.0,-1.0,1.0,0.4186046511627907,1.0,0.6611295681063123,0.5581395348837209,0.4950166112956811,-0.07123243473410154,0.04516337297897637,5.696464125998318
32,N6_th2.70_archrbm_h48_s23,rbm,6,2.7,48,23,4,-0.5556056541828154,0.4443943458171846,-0.39999999999999997,0.6,0.2062660374805789,0.7937339625194211,-0.5706060579087658,0.42939394209123405,-0.3391544682524969,0.660845531747503,-0.4845759787092306,0.5154240212907695,-1.0,1.0,-1.0,1.0,-1.0,-0.5706060579087662,-1.0,1.0,-1.0,1.0,0.4584717607973422,1.0,0.6710963455149501,0.53156146179402,0.4850498338870432,-0.17434453614993561,-0.009005478898704324,5.839045434026048
33,N6_th2.70_archindependent_h0_s11,independent,6,2.7,0,11,4,-0.5487847868496701,0.45121521315032975,-0.39999999999999997,0.6,0.16352919162408447,0.8364708083759156,-0.5948048868509578,0.4051951131490421,-0.3231567794442274,0.6768432205557726,-0.445159261697693,0.5548407383023071,-1.0,1.0,-1.0,1.0,-1.0,-0.5948048868509578,-1.0,1.0,-1.0,1.0,0.43853820598006643,1.0,0.6710963455149501,0.5780730897009967,0.46511627906976744,-0.12056558948580978,0.0183753752363406,0.8330075880512595
34,N6_th2.70_archindependent_h0_s17,independent,6,2.7,0,17,4,-0.5559140697912079,0.44408593020879206,-0.39999999999999997,0.6,0.17055095561531328,0.8294490443846867,-0.5988935714717011,0.40110642852829903,-0.32218062818044163,0.6778193718195584,-0.455040319644086,0.544959680355914,-1.0,1.0,-1.0,1.0,-1.0,-0.598893571471701,-1.0,1.0,-1.0,1.0,0.4186046511627907,1.0,0.6611295681063123,0.5581395348837209,0.4950166112956811,-0.07164375912787876,0.04502822753100196,0.8339341881219298
35,N6_th2.70_archindependent_h0_s23,independent,6,2.7,0,23,4,-0.5532119882957368,0.4467880117042631,-0.39999999999999997,0.6,0.1963954196175057,0.8036045803824943,-0.5750188676738122,0.42498113232618784,-0.3207808764180733,0.6792191235819267,-0.45850913723691283,0.5414908627630872,-1.0,1.0,-1.0,1.0,-1.0,-0.5750188676738115,-1.0,1.0,-1.0,1.0,0.4584717607973422,1.0,0.6710963455149501,0.53156146179402,0.5116279069767442,-0.17407976741242165,-0.008637115403591827,0.8271055270452052
