snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
72,4.8,0.9781356442614628,1.9470373916625976,1.9813745021820068,0.8400696016628791,0.5241531406983879,10.0,N6_th0.80_archmade_h48_s11,made,6,0.8,48,11,0.19685188124694564
90,6.0,1.0206232686709384,2.1020380067825317,2.0946404933929443,0.9173135851171388,0.5529848958386943,12.0,N6_th0.80_archmade_h48_s11,made,6,0.8,48,11,0.19423501404520116
0,0.0,1.008490162027253,1.8355655288696289,1.7528109550476074,0.669617679707276,0.46828273447360924,9.0,N6_th0.80_archmade_h48_s17,made,6,0.8,48,17,0.22807231345756993
18,1.2,0.974846073502917,1.8695096826553346,1.8201135396957397,0.7039610317906448,0.4793383032337795,9.0,N6_th0.80_archmade_h48_s17,made,6,0.8,48,17,0.19095899253826634
36,2.4,1.0064397219830523,2.0401111221313477,2.0265278816223145,0.8287515722014421,0.5153466378118082,9.0,N6_th0.80_archmade_h48_s17,made,6,0.8,48,17,0.19692464800392412
54,3.6,0.9886711292843469,1.975378065109253,1.9237245321273804,0.7962274868417345,0.516070719229957,10.0,N6_th0.80_archmade_h48_s17,made,6,0.8,48,17,0.22175346555716147
72,4.8,0.9781356442614628,1.9024476194381714,2.0248820781707764,0.7874477361616316,0.5023234700509412,10.0,N6_th0.80_archmade_h48_s17,made,6,0.8,48,17,0.19685188124694564
90,6.0,1.0206232686709384,1.8840421533584595,1.8615692853927612,0.6644360673800164,0.46303104408749574,9.0,N6_th0.80_archmade_h48_s17,made,6,0.8,48,17,0.19423501404520116
0,0.0,1.008490162027253,1.8365626430511475,1.8706274032592773,0.7141781829547824,0.4653341049785644,10.0,N6_th0.80_archmade_h48_s23,made,6,0.8,48,23,0.22807231345756993
18,1.2,0.974846073502917,1.862812967300415,1.819596767425537,0.7454034462021745,0.506915440543342,10.0,N6_th0.80_archmade_h48_s23,made,6,0.8,48,23,0.19095899253826634
36,2.4,1.0064397219830523,1.9844820499420166,1.9305635690689087,0.7747188992725682,0.5020292995927715,9.0,N6_th0.80_archmade_h48_s23,made,6,0.8,48,23,0.19692464800392412
54,3.6,0.9886711292843469,1.875553674697876,1.8797892332077026,0.7223389139924699,0.49277836789190443,10.0,N6_th0.80_archmade_h48_s23,made,6,0.8,48,23,0.22175346555716147
72,4.8,0.9781356442614628,1.9421774864196777,2.041776418685913,0.853300576081552,0.5203888198377056,11.0,N6_th0.80_archmade_h48_s23,made,6,0.8,48,23,0.19685188124694564
90,6.0,1.0206232686709384,2.090847930908203,2.1845946311950684,0.9125126680223035,0.5372397028727278,11.0,N6_th0.80_archmade_h48_s23,made,6,0.8,48,23,0.19423501404520116
0,0.0,1.008490162027253,2.0247662115097045,1.9507883787155151,0.8087293123600372,0.5259981695271252,11.0,N6_th0.80_archmade_h48_s29,made,6,0.8,48,29,0.22807231345756993
18,1.2,0.974846073502917,1.9391782760620118,1.964428186416626,0.8014467153140813,0.519831087974215,11.0,N6_th0.80_archmade_h48_s29,made,6,0.8,48,29,0.19095899253826634
36,2.4,1.0064397219830523,2.008277235031128,2.1073367595672607,0.8580980517534791,0.5277735543784529,11.0,N6_th0.80_archmade_h48_s29,made,6,0.8,48,29,0.19692464800392412
54,3.6,0.9886711292843469,2.003878216743469,1.9509638547897339,0.8552368602206984,0.5295366291945213,8.0,N6_th0.80_archmade_h48_s29,made,6,0.8,48,29,0.22175346555716147
72,4.8,0.9781356442614628,1.7867321968078613,1.7703602313995361,0.6630730893473066,0.45423039393296605,8.0,N6_th0.80_archmade_h48_s29,made,6,0.8,48,29,0.19685188124694564
90,6.0,1.0206232686709384,2.016217098236084,2.011735677719116,0.8358262267933363,0.5250285023654575,10.0,N6_th0.80_archmade_h48_s29,made,6,0.8,48,29,0.19423501404520116
